nombre,patron,descripcion,p_block,p_point,min_seq,max_seq,pct_faltante_est,test_mae,test_mse,test_mre,test_mape,duracion_horas
mcar_5pct,MCAR,MCAR ~5%,0.0,0.05,4,6,5.0,0.09693662822246552,0.14605936408042908,9.149188995361328,0.8348358273506165,20.59
mcar_20pct,MCAR,MCAR ~20%,0.0,0.2,4,6,20.0,0.10881733894348145,0.1473928540945053,28.206954956054688,0.7415425181388855,2.44
mcar_60pct,MCAR,MCAR ~60%,0.0,0.6,4,6,60.0,0.3422621190547943,0.5506494641304016,2961824.75,1.6590893268585205,1.46
mar_5pct,MAR,MAR ~5%,0.006,0.02,4,6,5.0,0.0898224487900734,0.102974072098732,45.93918228149414,0.6648539304733276,1.45
mar_20pct,MAR,MAR ~20%,0.024,0.08,4,6,20.0,0.131874680519104,0.2205851823091507,34.41804885864258,0.7893008589744568,15.71
